module,source_set,api,source,line,android,desktop,composable,required_parameters,state_parameters,callbacks_or_builders,compose_slots,all_parameters_with_defaults
cupertino,commonMain,CupertinoDatePickerDefaults.pagerColors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDateTimePicker.kt,815,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,chevronsColor : Color = CupertinoTheme.colorScheme.accent; headlineContentColor: Color = CupertinoTheme.colorScheme.label; weekdayContentColor: Color = CupertinoTheme.colorScheme.tertiaryLabel; todayContentColor: Color = CupertinoTheme.colorScheme.accent; dayContentColor: Color = CupertinoTheme.colorScheme.label; disabledDayContentColor: Color = dayContentColor.copy(alpha = 0.38f); disabledSelectedDayContentColor: Color = todayContentColor.copy(alpha = 0.38f); selectedDayContentColor: Color = todayContentColor; selectedDayContainerColor: Color = todayContentColor.copy(alpha = CupertinoButtonTokens.BorderedButtonAlpha); disabledSelectedDayContainerColor: Color = selectedDayContainerColor.copy(alpha = 0.38f); dayInSelectionRangeContentColor: Color = CupertinoTheme.colorScheme.label; dayInSelectionRangeContainerColor: Color = CupertinoTheme.colorScheme.label
cupertino,commonMain,AlertDialogActionsScope.action,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDialogs.kt,150,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,onClick : () -> Unit; title : @Composable () -> Unit,,onClick : () -> Unit,title : @Composable () -> Unit,onClick : () -> Unit; style : AlertActionStyle = AlertActionStyle.Default; enabled : Boolean = true; title : @Composable () -> Unit
cupertino,commonMain,AlertDialogActionsScope.default,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDialogs.kt,161,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,onClick : () -> Unit; title : @Composable () -> Unit,,onClick : () -> Unit,title : @Composable () -> Unit,onClick : () -> Unit; enabled : Boolean = true; title : @Composable () -> Unit
cupertino,commonMain,AlertDialogActionsScope.destructive,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDialogs.kt,175,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,onClick : () -> Unit; title : @Composable () -> Unit,,onClick : () -> Unit,title : @Composable () -> Unit,onClick : () -> Unit; enabled : Boolean = true; title : @Composable () -> Unit
cupertino,commonMain,AlertDialogActionsScope.cancel,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDialogs.kt,189,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,onClick : () -> Unit; title : @Composable () -> Unit,,onClick : () -> Unit,title : @Composable () -> Unit,onClick : () -> Unit; enabled : Boolean = true; title : @Composable () -> Unit
cupertino,commonMain,CupertinoAlertDialog,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDialogs.kt,213,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,onDismissRequest: () -> Unit; title: @Composable () -> Unit; buttons: AlertDialogActionsScope.() -> Unit,,onDismissRequest: () -> Unit; buttons: AlertDialogActionsScope.() -> Unit,title: @Composable () -> Unit; message: (@Composable () -> Unit)? = null,onDismissRequest: () -> Unit; title: @Composable () -> Unit; message: (@Composable () -> Unit)? = null; containerColor: Color = CupertinoDialogsDefaults.ContainerColor; shape: Shape = CupertinoDialogsDefaults.Shape; shadowElevation : Dp = CupertinoDialogsTokens.AlertDialogElevation; properties: DialogProperties = DialogProperties(); buttonsOrientation: Orientation = CupertinoDialogsDefaults.ButtonOrientation; buttons: AlertDialogActionsScope.() -> Unit
cupertino,commonMain,CupertinoActionSheet,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDialogs.kt,320,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,visible : Boolean; onDismissRequest : () -> Unit; buttons : AlertDialogActionsScope.() -> Unit,,onDismissRequest : () -> Unit; buttons : AlertDialogActionsScope.() -> Unit,title : (@Composable () -> Unit)? = null; message : (@Composable () -> Unit)? = null; content  : (@Composable () -> Unit) ?= null,visible : Boolean; onDismissRequest : () -> Unit; title : (@Composable () -> Unit)? = null; message : (@Composable () -> Unit)? = null; containerColor : Color = CupertinoDialogsDefaults.ContainerColor; secondaryContainerColor : Color = CupertinoTheme.colorScheme.tertiarySystemBackground; properties: DialogProperties = DialogProperties(); content  : (@Composable () -> Unit) ?= null; buttons : AlertDialogActionsScope.() -> Unit
cupertino,commonMain,CupertinoDropdownMenu,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,110,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,expanded: Boolean; onDismissRequest: () -> Unit; content: @Composable CupertinoMenuScope.() -> Unit,scrollState: ScrollState = rememberScrollState(),onDismissRequest: () -> Unit,content: @Composable CupertinoMenuScope.() -> Unit,"expanded: Boolean; onDismissRequest: () -> Unit; modifier: Modifier = Modifier; offset: DpOffset = DpOffset(0.dp, 0.dp); paddingValues: PaddingValues = CupertinoDropdownMenuDefaults.PaddingValues; containerColor: Color = CupertinoDropdownMenuDefaults.ContainerColor; width: Dp = CupertinoDropdownMenuDefaults.DefaultWidth; elevation: Dp = CupertinoDropdownMenuDefaults.Elevation; scrollState: ScrollState = rememberScrollState(); properties: PopupProperties = PopupProperties(focusable = true); content: @Composable CupertinoMenuScope.() -> Unit"
cupertino,commonMain,CupertinoMenuScope.MenuItem,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,176,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,content: @Composable (padding: PaddingValues) -> Unit,,,content: @Composable (padding: PaddingValues) -> Unit,modifier: Modifier = Modifier; minHeight: Dp = MinItemHeight; content: @Composable (padding: PaddingValues) -> Unit
cupertino,commonMain,CupertinoMenuScope.MenuSection,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,206,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,content: @Composable CupertinoMenuScope.() -> Unit,,,noinline title: (@Composable () -> Unit)? = null; content: @Composable CupertinoMenuScope.() -> Unit,noinline title: (@Composable () -> Unit)? = null; content: @Composable CupertinoMenuScope.() -> Unit
cupertino,commonMain,CupertinoMenuScope.MenuTitle,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,221,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,title: @Composable () -> Unit,,,title: @Composable () -> Unit,modifier: Modifier = Modifier; title: @Composable () -> Unit
cupertino,commonMain,CupertinoMenuScope.MenuAction,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,259,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,onClick: () -> Unit; title: @Composable () -> Unit,,onClick: () -> Unit,icon: (@Composable () -> Unit) = {}; caption: @Composable () -> Unit = {}; title: @Composable () -> Unit,onClick: () -> Unit; modifier: Modifier = Modifier; onClickLabel: String? = null; enabled: Boolean = true; contentColor: Color = CupertinoDropdownMenuDefaults.ContentColor; icon: (@Composable () -> Unit) = {}; caption: @Composable () -> Unit = {}; title: @Composable () -> Unit
cupertino,commonMain,CupertinoMenuScope.MenuPickerAction,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,301,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,isSelected: Boolean; onClick: () -> Unit; title: @Composable () -> Unit,,onClick: () -> Unit,selectionIcon: (@Composable () -> Unit) = { CupertinoDropdownMenuDefaults.PickerLeadingIcon() }; icon: (@Composable () -> Unit) = {}; caption: @Composable () -> Unit = {}; title: @Composable () -> Unit,isSelected: Boolean; onClick: () -> Unit; modifier: Modifier = Modifier; onClickLabel: String? = null; enabled: Boolean = true; contentColor: Color = CupertinoDropdownMenuDefaults.ContentColor; selectionIcon: (@Composable () -> Unit) = { CupertinoDropdownMenuDefaults.PickerLeadingIcon() }; icon: (@Composable () -> Unit) = {}; caption: @Composable () -> Unit = {}; title: @Composable () -> Unit
cupertino,commonMain,CupertinoMenuScope.MenuDivider,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,362,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,modifier: Modifier = Modifier; color: Color? = null; height: Dp = DividerHeight
cupertino,commonMain,CupertinoDropdownMenuDefaults.PickerLeadingIcon,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoDropdownMenu.kt,474,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,
cupertino,commonMain,CupertinoIcon,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoIcon.kt,63,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,imageVector: ImageVector; contentDescription: String?,,,,imageVector: ImageVector; contentDescription: String?; modifier: Modifier = Modifier; tint: Color = LocalContentColor.current
cupertino,commonMain,CupertinoIcon,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoIcon.kt,96,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,bitmap: ImageBitmap; contentDescription: String?,,,,bitmap: ImageBitmap; contentDescription: String?; modifier: Modifier = Modifier; tint: Color = LocalContentColor.current
cupertino,commonMain,CupertinoIcon,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoIcon.kt,130,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,painter: Painter; contentDescription: String?,,,,painter: Painter; contentDescription: String?; modifier: Modifier = Modifier; tint: Color = LocalContentColor.current
cupertino,commonMain,rememberCupertinoIndication,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoIndication.kt,41,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,color: Color = CupertinoIndication.DefaultColor
cupertino,commonMain,CupertinoNavigateBackButton,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigateBackButton.kt,44,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,onClick: () -> Unit; title: @Composable RowScope.() -> Unit,,onClick: () -> Unit,title: @Composable RowScope.() -> Unit,"onClick: () -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; size: CupertinoButtonSize = CupertinoButtonSize.Regular; shape: Shape = size.shape(CupertinoTheme.shapes); colors: CupertinoButtonColors = plainButtonColors(     ); border: BorderStroke? = null; contentPadding: PaddingValues = PaddingValues(8.dp, 4.dp); interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; icon: ImageVector = if (LocalLayoutDirection.current == LayoutDirection.Ltr)         CupertinoIcons.Default.ChevronBackward else CupertinoIcons.Default.ChevronForward; title: @Composable RowScope.() -> Unit"
cupertino,commonMain,cupertinoTranslucentBottomBarColor,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigationBar.kt,76,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,color: Color; isTranslucent: Boolean; isTransparent: Boolean,,,,color: Color; isTranslucent: Boolean; isTransparent: Boolean
cupertino,commonMain,CupertinoNavigationBar,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigationBar.kt,129,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,content: @Composable RowScope.() -> Unit,isTranslucent: Boolean = LocalAppBarsState.current != null,,divider: @Composable () -> Unit = {         CupertinoNavigationBarDefaults.divider()     }; content: @Composable RowScope.() -> Unit,modifier: Modifier = Modifier; containerColor: Color = CupertinoNavigationBarDefaults.containerColor; windowInsets: WindowInsets = WindowInsets.navigationBars; isTransparent: Boolean = false; isTranslucent: Boolean = LocalAppBarsState.current != null; divider: @Composable () -> Unit = {         CupertinoNavigationBarDefaults.divider()     }; content: @Composable RowScope.() -> Unit
cupertino,commonMain,RowScope.CupertinoNavigationBarItem,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigationBar.kt,185,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,selected: Boolean; onClick: () -> Unit; icon: @Composable () -> Unit,,onClick: () -> Unit,icon: @Composable () -> Unit; label: @Composable (() -> Unit)? = null,selected: Boolean; onClick: () -> Unit; icon: @Composable () -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; label: @Composable (() -> Unit)? = null; alwaysShowLabel: Boolean = true; pressIndicationEnabled: Boolean = false; colors: CupertinoNavigationBarItemColors = CupertinoNavigationBarDefaults.itemColors(); interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }
cupertino,commonMain,CupertinoNavigationBarItemColors.equals,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigationBar.kt,285,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,other: Any?,,,,other: Any?
cupertino,commonMain,CupertinoNavigationBarItemColors.hashCode,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigationBar.kt,297,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,CupertinoNavigationBarDefaults.itemColors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigationBar.kt,331,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,selectedIconColor: Color = CupertinoTheme.colorScheme.accent; selectedTextColor: Color = CupertinoTheme.colorScheme.accent; unselectedIconColor: Color = CupertinoTheme.colorScheme.secondaryLabel; unselectedTextColor: Color = CupertinoTheme.colorScheme.secondaryLabel; disabledIconColor: Color = CupertinoTheme.colorScheme.tertiaryLabel; disabledTextColor: Color = CupertinoTheme.colorScheme.tertiaryLabel
cupertino,commonMain,CupertinoNavigationBarDefaults.divider,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoNavigationBar.kt,348,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,
cupertino,commonMain,CupertinoPickerState.currentSelectedItem,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,134,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,itemsCount : Int,,,,itemsCount : Int
cupertino,commonMain,CupertinoPickerState.selectedItemState,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,143,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,itemsCount : Int,,,,itemsCount : Int
cupertino,commonMain,CupertinoPickerState.selectedItemIndex,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,153,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,itemsCount : Int,,,,itemsCount : Int
cupertino,commonMain,CupertinoPickerState.dispatchRawDelta,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,168,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,delta: Float,,,,delta: Float
cupertino,commonMain,CupertinoPickerState.scroll,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,172,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,scrollPriority: MutatePriority; block: suspend ScrollScope.() -> Unit,,block: suspend ScrollScope.() -> Unit,,scrollPriority: MutatePriority; block: suspend ScrollScope.() -> Unit
cupertino,commonMain,CupertinoPickerState.scrollToItem,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,205,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,index: Int,,,,index: Int
cupertino,commonMain,CupertinoPickerState.animateScrollToItem,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,212,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,index: Int,,,,index: Int
cupertino,commonMain,CupertinoPickerState.Companion.Saver,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,216,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,rememberCupertinoPickerState,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,230,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,infinite: Boolean = true; initiallySelectedItemIndex: Int = 0
cupertino,commonMain,<T : Any> CupertinoWheelPicker,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,263,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,state: CupertinoPickerState; items: List<T>; content: @Composable (T) -> Unit,state: CupertinoPickerState,key: ((T) -> Any)? = null,content: @Composable (T) -> Unit,state: CupertinoPickerState; items: List<T>; height: Dp = CupertinoPickerDefaults.Height; modifier: Modifier = Modifier; indicator: CupertinoPickerIndicator = CupertinoPickerDefaults.indicator(); containerColor: Color = LocalContainerColor.current.takeOrElse {         CupertinoTheme.colorScheme.secondarySystemGroupedBackground     }; textStyle: TextStyle = CupertinoPickerDefaults.textStyle; key: ((T) -> Any)? = null; withRotation: Boolean = false; rotationTransformOrigin: TransformOrigin = TransformOrigin.Center; enabled : Boolean = true; horizontalAlignment: Alignment.Horizontal = Alignment.CenterHorizontally; content: @Composable (T) -> Unit
cupertino,commonMain,Modifier.cupertinoPickerIndicator,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,429,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,state : CupertinoPickerState; indicator : CupertinoPickerIndicator,state : CupertinoPickerState,,,state : CupertinoPickerState; indicator : CupertinoPickerIndicator
cupertino,commonMain,CupertinoPickerDefaults.indicatorOld,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,454,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,color : Color = CupertinoTheme.colorScheme.separator
cupertino,commonMain,CupertinoPickerDefaults.indicator,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoPicker.kt,476,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,color : Color = CupertinoPickerTokens.IndicatorColor; shape: Shape = CupertinoPickerTokens.IndicatorShape; paddingValues: PaddingValues = CupertinoPickerTokens.IndicatorPaddingValues
cupertino,commonMain,CupertinoScaffold,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoScaffold.kt,86,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,content: @Composable (PaddingValues) -> Unit,,,topBar: @Composable () -> Unit = {}; bottomBar: @Composable () -> Unit = {}; snackbarHost: @Composable () -> Unit = {}; floatingActionButton: @Composable () -> Unit = {}; content: @Composable (PaddingValues) -> Unit,modifier: Modifier = Modifier; topBar: @Composable () -> Unit = {}; bottomBar: @Composable () -> Unit = {}; snackbarHost: @Composable () -> Unit = {}; floatingActionButton: @Composable () -> Unit = {}; floatingActionButtonPosition: FabPosition = FabPosition.End; containerColor: Color = CupertinoScaffoldDefaults.containerColor; contentColor: Color = CupertinoScaffoldDefaults.contentColor; contentWindowInsets: WindowInsets = CupertinoScaffoldDefaults.contentWindowInsets; appBarsBlurAlpha: Float = CupertinoScaffoldDefaults.AppBarsBlurAlpha; appBarsBlurRadius: Dp = CupertinoScaffoldDefaults.AppBarsBlurRadius; hasNavigationTitle: Boolean = false; content: @Composable (PaddingValues) -> Unit
cupertino,commonMain,FabPosition.toString,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoScaffold.kt,438,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,rememberCupertinoSearchTextFieldState,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSearchTextField.kt,100,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,scrollableState: ScrollableState? = null,collapse : (CupertinoSearchTextFieldState) -> Boolean = { !it.isFocused },,initiallyExpanded: Boolean = true; scrollableState: ScrollableState? = null; collapse : (CupertinoSearchTextFieldState) -> Boolean = { !it.isFocused }; blockScrollWhenFocusedAndEmpty : Boolean = true
cupertino,commonMain,CupertinoSearchTextField,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSearchTextField.kt,161,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: String; onValueChange: (String) -> Unit,state: CupertinoSearchTextFieldState = rememberCupertinoSearchTextFieldState(),onValueChange: (String) -> Unit,"placeholder: @Composable () -> Unit = {         CupertinoText(""Search"")     }; cancelButton: @Composable() (() -> Unit)? = {         CupertinoSearchTextFieldDefaults             .cancelButton(                 onValueChange = onValueChange,                 interactionSource = interactionSource             )     }; leadingIcon: @Composable () -> Unit = {         CupertinoSearchTextFieldDefaults.leadingIcon()     }; trailingIcon: @Composable () -> Unit = {}","value: String; onValueChange: (String) -> Unit; state: CupertinoSearchTextFieldState = rememberCupertinoSearchTextFieldState(); colors: CupertinoTextFieldColors = CupertinoSearchTextFieldDefaults.colors(); modifier: Modifier = Modifier; paddingValues: PaddingValues = CupertinoSearchTextFieldDefaults.PaddingValues; shape: Shape = CupertinoSearchTextFieldDefaults.shape; enabled: Boolean = true; readOnly: Boolean = false; textStyle: TextStyle = LocalTextStyle.current; keyboardOptions: KeyboardOptions = remember {         KeyboardOptions(imeAction = ImeAction.Search)     }; keyboardActions: KeyboardActions = KeyboardActions.Default; visualTransformation: VisualTransformation = VisualTransformation.None; interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; placeholder: @Composable () -> Unit = {         CupertinoText(""Search"")     }; cancelButton: @Composable() (() -> Unit)? = {         CupertinoSearchTextFieldDefaults             .cancelButton(                 onValueChange = onValueChange,                 interactionSource = interactionSource             )     }; leadingIcon: @Composable () -> Unit = {         CupertinoSearchTextFieldDefaults.leadingIcon()     }; trailingIcon: @Composable () -> Unit = {}"
cupertino,commonMain,CupertinoSearchTextFieldDefaults.leadingIcon,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSearchTextField.kt,358,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,imageVector: ImageVector = CupertinoIcons.Outlined.MagnifyingGlass; rotateWithLayoutDirection: Boolean = true
cupertino,commonMain,CupertinoSearchTextFieldDefaults.cancelButton,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSearchTextField.kt,382,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,onValueChange: (String) -> Unit; interactionSource: MutableInteractionSource,,onValueChange: (String) -> Unit,"content: @Composable RowScope.() -> Unit = { CupertinoText(""Cancel"") }","onValueChange: (String) -> Unit; colors: CupertinoButtonColors = plainButtonColors(); interactionSource: MutableInteractionSource; content: @Composable RowScope.() -> Unit = { CupertinoText(""Cancel"") }"
cupertino,commonMain,CupertinoSearchTextFieldDefaults.colors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSearchTextField.kt,406,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,"focusedTextColor: Color = CupertinoTheme.colorScheme.label; unfocusedTextColor: Color = CupertinoTheme.colorScheme.label; disabledTextColor: Color = CupertinoTheme.colorScheme.secondaryLabel; errorTextColor: Color = CupertinoColors.systemRed; focusedContainerColor: Color = if (isDark())             CupertinoTheme.colorScheme.tertiarySystemFill         else CupertinoTheme.colorScheme.quaternarySystemFill; unfocusedContainerColor: Color = focusedContainerColor; disabledContainerColor: Color = unfocusedContainerColor; errorContainerColor: Color = disabledContainerColor; cursorColor: Color = CupertinoTheme.colorScheme.accent; errorCursorColor: Color = errorTextColor; selectionColors: TextSelectionColors =             TextSelectionColors(cursorColor, cursorColor.copy(alpha = .25f)); focusedBorderColor: Color = Color.Transparent; unfocusedBorderColor: Color = focusedBorderColor; disabledBorderColor: Color = focusedBorderColor; errorBorderColor: Color = errorTextColor; focusedLeadingIconColor: Color = CupertinoTheme.colorScheme.secondaryLabel; unfocusedLeadingIconColor: Color = focusedLeadingIconColor; disabledLeadingIconColor: Color = focusedLeadingIconColor; errorLeadingIconColor: Color = focusedLeadingIconColor; focusedTrailingIconColor: Color = focusedLeadingIconColor; unfocusedTrailingIconColor: Color = focusedTrailingIconColor; disabledTrailingIconColor: Color = focusedTrailingIconColor; errorTrailingIconColor: Color = focusedTrailingIconColor; focusedPlaceholderColor: Color = CupertinoTheme.colorScheme.secondaryLabel; unfocusedPlaceholderColor: Color = focusedPlaceholderColor; disabledPlaceholderColor: Color = CupertinoTheme.colorScheme.tertiaryLabel; errorPlaceholderColor: Color = focusedPlaceholderColor"
cupertino,commonMain,CupertinoSegmentedControl,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSegmentedControl.kt,90,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,selectedTabIndex: Int; tabs: @Composable () -> Unit,,,"indicator: @Composable (tabPositions: List<TabPosition>) -> Unit = @Composable { tabPositions ->         CupertinoSegmentedControlIndicator(             selectedTabIndex = selectedTabIndex,             tabPositions = tabPositions,             color = colors.indicatorColor,             shape = shape,             separatorColor = colors.separatorColor         )     }; tabs: @Composable () -> Unit","selectedTabIndex: Int; modifier: Modifier = Modifier; colors : CupertinoSegmentedControlColors = CupertinoSegmentedControlDefaults.colors(); shape : Shape = CupertinoSegmentedControlDefaults.shape; paddingValues: PaddingValues = CupertinoSegmentedControlDefaults.PaddingValues; indicator: @Composable (tabPositions: List<TabPosition>) -> Unit = @Composable { tabPositions ->         CupertinoSegmentedControlIndicator(             selectedTabIndex = selectedTabIndex,             tabPositions = tabPositions,             color = colors.indicatorColor,             shape = shape,             separatorColor = colors.separatorColor         )     }; tabs: @Composable () -> Unit"
cupertino,commonMain,CupertinoSegmentedControlIndicator,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSegmentedControl.kt,137,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,selectedTabIndex: Int; tabPositions: List<TabPosition>,,,,selectedTabIndex: Int; tabPositions: List<TabPosition>; modifier: Modifier = Modifier; shape: Shape = CupertinoTheme.shapes.small; color: Color = CupertinoSegmentedControlDefaults.colors().indicatorColor; separatorColor : Color = CupertinoTheme.colorScheme.separator
cupertino,commonMain,CupertinoSegmentedControlTab,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSegmentedControl.kt,209,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,onClick: () -> Unit; isSelected : Boolean; content: @Composable () -> Unit,,onClick: () -> Unit,content: @Composable () -> Unit,onClick: () -> Unit; isSelected : Boolean; modifier: Modifier = Modifier; interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; content: @Composable () -> Unit
cupertino,commonMain,CupertinoSegmentedControlDefaults.colors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSegmentedControl.kt,288,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,containerColor : Color = CupertinoTheme.colorScheme.quaternarySystemFill; indicatorColor: Color = if (isDark())             CupertinoColors.systemGray8(true)         else CupertinoColors.White; contentColor: Color = CupertinoTheme.colorScheme.label; separatorColor: Color = CupertinoTheme.colorScheme.separator
